"id","type","subtype","price","transactionType","zip","visualisationOption","kitchen__type","building__constructionYear","building__condition","energy__heatingType","certificates__primaryEnergyConsumptionLevel","bedroom__count","land__surface","atticExists","basementExists","outdoor__garden__surface","outdoor__terrace__exists","specificities__SME__office__exists","wellnessEquipment__hasSwimmingPool","parking__parkingSpaceCount__indoor","parking__parkingSpaceCount__outdoor"
"9116268","apartment","apartment","20000","for sale","7850","xl","installed","1996","good","electric","","3","","","true","","true","true","","2","1"
"8688291","apartment","service flat","50000","for sale","2930","xl","hyper equipped","2016","","gas","","2","","","","","true","","","",""
"9125429","apartment","apartment","20000","for sale","1020","xl","hyper equipped","1976","as new","gas","","1","","","true","","true","","","",""
"9016148","apartment","apartment","25000","for sale","4020","xl","installed","","as new","gas","","3","","","true","","true","","","",""
"8670795","apartment","apartment","35000","for sale","4020","xl","hyper equipped","1975","as new","gas","","1","","","true","","true","","","2",""
"8929256","apartment","apartment","50000","for sale","8400","xl","installed","2001","","gas","","2","","","true","","true","","","1",""
"8991260","apartment","apartment","40000","for sale","4020","xl","installed","2013","as new","gas","","2","","","true","","true","","","1",""
"9103317","apartment","apartment","49500","for sale","8420","xl","","1966","","electric","","1","","","true","","","","","",""
"9120080","apartment","flat studio","45000","for sale","1190","xl","installed","","","","","1","","","","","","","","",""
"9102735","apartment","flat studio","25000","for sale","8434","xl","","1977","","electric","","1","","","","","","","true","",""
"9081505","apartment","apartment","no price","for sale","1070","xl","installed","","","","","1","","","true","","","","","",""
"9027050","apartment","apartment","36000","for sale","6941","xl","","","","","","1","","","","","","","","",""
"9074926","apartment","apartment","50000","for sale","6060","xl","installed","","","gas","","2","","","true","","true","","","1",""
"8741992","apartment","apartment","40000","for sale","5000","l","","","good","gas","","1","","","","","true","","","",""
"9114828","apartment","flat studio","20000","for sale","5000","l","","","just renovated","gas","","1","","","","","","","","",""
"8964847","apartment","apartment","35000","for sale","1083","l","installed","1967","good","fueloil","","2","","","true","","true","","","1",""
"8970442","apartment","flat studio","20000","for sale","5000","l","","","just renovated","gas","","1","","","","","","","","",""
"8964838","apartment","apartment","30000","for sale","1080","l","hyper equipped","1978","as new","fueloil","","2","","","true","","true","","","1",""
"9110992","apartment","flat studio","28000","for sale","8370","l","installed","","good","","","1","","","","","","","","",""
"8799458","apartment","flat studio","50000","for sale","8420","l","","1970","","","","1","","","","","","","","",""
"8529310","apartment","apartment","15000","for sale","6001","l","","","","","","2","","","","","","","","1",""
"9056518","apartment","apartment","45000","for sale","5000","l","","","","gas","","1","","","","","true","","","",""
"8924462","apartment","apartment","20000","for sale","6060","l","","","","","","2","","","true","","","","","","1"
"9008931","apartment","apartment","50000","for sale","1150","l","","1965","as new","","","2","","","","","","","","1",""
"8964354","apartment","duplex","44000","for sale","7100","l","","","to renovate","","","1","","","","","","","","","1"
"8983370","apartment","apartment","40000","for sale","1140","l","installed","1993","as new","gas","","1","","","true","","true","","","1",""
"8559593","apartment","apartment","30000","for sale","7080","l","not installed","","to renovate","gas","","1","","","","","","","","",""
"9127753","apartment","ground floor","25000","for sale","1200","l","","1965","good","fueloil","","1","","","","","","","","1",""
"8923633","apartment","duplex","99000","for sale","4500","xl","installed","1968","to be done up","gas","","2","","","true","","true","","","",""
"9138238","apartment","flat studio","98000","for sale","2660","xl","semi equipped","1970","to renovate","gas","","1","","","","","","","","",""
"9086521","apartment","flat studio","99000","for sale","8370","xl","semi equipped","1967","to renovate","gas","","0","","","","","","","","",""
"8991260","apartment","apartment","40000","for sale","4020","xl","installed","2013","as new","gas","","2","","","true","","true","","","1",""
"8996013","apartment","apartment","53700","for sale","6760","xl","installed","2015","as new","gas","","2","","","","","true","","","","1"
"9039426","apartment","apartment","73750","for sale","4520","xl","installed","2009","good","","","2","","","true","","true","","","2",""
"8915692","apartment","flat studio","75000","for sale","4000","xl","not installed","1970","to be done up","gas","","0","","","","","","","","",""
"9022273","apartment","apartment","95000","for sale","4000","xl","not installed","1973","good","fueloil","","1","","","","","","","","",""
"9016148","apartment","apartment","25000","for sale","4020","xl","installed","","as new","gas","","3","","","true","","true","","","",""
"9125429","apartment","apartment","20000","for sale","1020","xl","hyper equipped","1976","as new","gas","","1","","","true","","true","","","",""
"9115746","apartment","flat studio","65000","for sale","8434","xl","semi equipped","1973","to renovate","electric","","0","","","","","","","","","1973"
"8809830","apartment","apartment","95000","for sale","8370","xl","semi equipped","","good","electric","","2","","","","","","","","",""
"8932141","apartment","flat studio","79000","for sale","8434","xl","semi equipped","1975","just renovated","electric","","0","","","","","","","","",""
"9071325","apartment","flat studio","76000","for sale","8434","xl","installed","1977","just renovated","electric","","0","","","","","true","","","",""
"9116268","apartment","apartment","20000","for sale","7850","xl","installed","1996","good","electric","","3","","","true","","true","true","","2","1"
"9113979","apartment","duplex","97500","for sale","6950","xl","semi equipped","","good","electric","","1","","","","","","","","",""
"9002206","apartment","service flat","73000","for sale","1850","xl","","2014","good","gas","","1","","","","","","","","",""
"8950325","apartment","flat studio","79000","for sale","4020","xl","not installed","1965","good","gas","","0","","","true","","","","","",""
"9129395","apartment","apartment","75000","for sale","5030","xl","installed","1970","as new","fueloil","","1","","","","100","true","","","","1"
"8874897","apartment","flat studio","75000","for sale","8434","xl","semi equipped","1975","","electric","","0","","","true","","","","","",""
"9081050","apartment","flat studio","93000","for sale","8434","xl","hyper equipped","1973","good","electric","","1","","","","","","","","",""
"8670795","apartment","apartment","35000","for sale","4020","xl","hyper equipped","1975","as new","gas","","1","","","true","","true","","","2",""
"9047303","apartment","flat studio","99500","for sale","8430","xl","installed","","good","electric","","0","","","true","","true","","","",""
"9121349","apartment","flat studio","52000","for sale","8400","xl","installed","1991","as new","electric","","1","","","","","","","","",""
"9133825","apartment","apartment","85000","for sale","5030","xl","","1970","as new","fueloil","","1","","","","","true","","","","15"
"9128355","apartment","flat studio","99000","for sale","8430","xl","installed","1968","good","gas","","1","","","true","","","","","",""
"9034786","apartment","apartment","75000","for sale","5030","xl","installed","1970","as new","fueloil","","1","","","true","","true","","","1","10"
"8960382","apartment","flat studio","99000","for sale","8400","xl","installed","","good","gas","","0","","","","","","","","",""
"9087612","apartment","apartment","73000","for sale","6940","xl","installed","1969","good","electric","","1","","","","","true","","","","1"
"9123969","apartment","apartment","145000","for sale","2660","xl","semi equipped","1968","good","gas","","1","","","","","","","","",""
"9122777","apartment","apartment","147500","for sale","4520","xl","installed","2008","good","gas","","2","","","","","","","","1",""
"9135930","apartment group","apartment group","119500 - 119500","for sale","2000","xl","","","","","","","","","","","","","","",""
"9139104","apartment","flat studio","130000","for sale","1040","xl","usa installed","1958","just renovated","gas","","0","","","","","","","","",""
"9122776","apartment","apartment","147500","for sale","4520","xl","installed","2008","good","gas","","2","","","","","","","","1",""
"9122779","apartment","apartment","130000","for sale","4520","xl","installed","2008","good","gas","","2","","","","","","","","1",""
"8314535","apartment group","apartment group","109000 - 245000","for sale","5060","xl","","","","","","","","","","","","","","","76"
"8314742","apartment group","apartment group","100297.85 - 242826.36","for sale","5590","xl","","","","","","","","","","","","","","",""
"9084549","apartment group","apartment group","104000 - 249000","for sale","6220","xl","","","","","","","","","","","","","","","26"
"8842199","apartment group","apartment group","113000 - 222000","for sale","6800","xl","","","","","","","","","","","","","","39",""
"9095540","apartment","flat studio","115000","for sale","8370","xl","installed","1963","good","electric","","0","","","","","true","","","",""
"9105936","apartment group","apartment group","133057.89 - 258360.93","for sale","4040","xl","","","","","","","","","","","","","","",""
"9113486","apartment","apartment","130000","for sale","4101","xl","not installed","1971","good","gas","","2","","","","","","","","",""
"8578807","apartment group","apartment group","113228.6 - 200362","for sale","6700","xl","","","","","","","","","","","","","","",""
"7407209","apartment group","apartment group","135923 - 260000","for sale","3390","xl","","","","","","","","","","","","","","",""
"8950767","apartment group","apartment group","138000 - 140500","for sale","1160","xl","","","","","","","","","","","","","","",""
"8318853","apartment group","apartment group","131000 - 156000","for sale","4630","xl","","","","","","","","","","","","","","21","19"
"8920086","apartment","apartment","139000","for sale","8370","xl","installed","1948","good","gas","","2","","","true","","","","","",""
"7677356","apartment group","apartment group","139500 - 327500","for sale","7100","xl","","","","","","","","","","","","","","",""
"8703492","apartment group","apartment group","139000 - 269000","for sale","8434","xl","","","","","","","","","","","","","","",""
"8881869","apartment","apartment","139000","for sale","1030","xl","installed","2004","good","electric","","1","","","","","","","","",""
"9049020","apartment","flat studio","139000","for sale","1180","xl","installed","1974","just renovated","electric","","0","","","","","","","","",""
"8972719","apartment group","apartment group","144000 - 249000","for sale","7333","xl","","","","","","","","","","","","","","","109"
"9103642","apartment","flat studio","145000","for sale","1200","xl","semi equipped","1973","to be done up","gas","","0","","","","","true","","","",""
"8393675","apartment group","apartment group","149000 - 349000","for sale","7800","xl","","","","","","","","","","","","","","",""
"9094075","apartment","apartment","150000","for sale","1731","xl","usa installed","1967","just renovated","gas","","1","","","true","16000","","","","","150"
"8645968","apartment group","apartment group","145000 - 324000","for sale","5000","xl","","","","","","","","","","","","","","15",""
"8229143","apartment group","apartment group","141712 - 238816","for sale","7000","xl","","","","","","","","","","","","","","",""
"9134084","apartment","apartment","no price","for sale","1000","xl","installed","2004","good","electric","","1","","","","","true","","","",""
"8703494","apartment group","apartment group","149000 - 299000","for sale","8434","xl","","","","","","","","","","","","","","1",""
"9030152","apartment","apartment","152500","for sale","4000","xl","not installed","1957","good","gas","","2","","","true","","true","","","",""
"8976563","apartment","apartment","175000","for sale","1420","xl","hyper equipped","1976","good","fueloil","","1","","","true","","","","","",""
"9128435","apartment","apartment","175000","for sale","4317","xl","semi equipped","1874","good","fueloil","","3","","","","","true","","","",""
"9125916","apartment","apartment","169000","for sale","1070","xl","installed","1991","to renovate","gas","","1","","","true","","true","","","",""
"9125104","apartment group","apartment group","165000 - 350000","for sale","4682","xl","","","","","","","","","","","","","","",""
"8603832","apartment group","apartment group","165000 - 449000","for sale","8710","xl","","","","","","","","","","","","","","",""
"9126344","apartment","apartment","199000","for sale","4500","xl","installed","1980","to renovate","gas","","3","","","true","","true","","","",""
"9126147","apartment","apartment","175000","for sale","2660","xl","semi equipped","1978","as new","fueloil","","1","","","true","","true","","","",""
"9137826","apartment","flat studio","180000","for sale","1160","xl","usa hyper equipped","1966","as new","gas","","0","","","true","","","","","",""
"8875433","apartment","apartment","169500","for sale","4500","xl","installed","1962","good","fueloil","","3","","","true","","true","","","",""
"9122774","apartment","apartment","160000","for sale","4520","xl","installed","2008","good","gas","","2","","","true","","true","","","1",""
"8314742","apartment group","apartment group","100297.85 - 242826.36","for sale","5590","xl","","","","","","","","","","","","","","",""
"9137464","apartment","apartment","159000","for sale","1400","xl","installed","1967","good","fueloil","","2","","","true","","true","","","","1"
"9122775","apartment","apartment","160000","for sale","4520","xl","installed","2008","good","gas","","2","","","true","","true","","","1",""
"8842199","apartment group","apartment group","113000 - 222000","for sale","6800","xl","","","","","","","","","","","","","","39",""
"9084549","apartment group","apartment group","104000 - 249000","for sale","6220","xl","","","","","","","","","","","","","","","26"
"8578807","apartment group","apartment group","113228.6 - 200362","for sale","6700","xl","","","","","","","","","","","","","","",""
"9119844","apartment group","apartment group","199500 - 485000","for sale","9300","xl","","","","","","","","","","","","","","",""
"8318853","apartment group","apartment group","131000 - 156000","for sale","4630","xl","","","","","","","","","","","","","","21","19"
"7407209","apartment group","apartment group","135923 - 260000","for sale","3390","xl","","","","","","","","","","","","","","",""
"9105936","apartment group","apartment group","133057.89 - 258360.93","for sale","4040","xl","","","","","","","","","","","","","","",""
"7677356","apartment group","apartment group","139500 - 327500","for sale","7100","xl","","","","","","","","","","","","","","",""
"8314535","apartment group","apartment group","109000 - 245000","for sale","5060","xl","","","","","","","","","","","","","","","76"
"8703492","apartment group","apartment group","139000 - 269000","for sale","8434","xl","","","","","","","","","","","","","","",""
"8972719","apartment group","apartment group","144000 - 249000","for sale","7333","xl","","","","","","","","","","","","","","","109"
"8229143","apartment group","apartment group","141712 - 238816","for sale","7000","xl","","","","","","","","","","","","","","",""
"8393675","apartment group","apartment group","149000 - 349000","for sale","7800","xl","","","","","","","","","","","","","","",""
"8645968","apartment group","apartment group","145000 - 324000","for sale","5000","xl","","","","","","","","","","","","","","15",""
"8603832","apartment group","apartment group","165000 - 449000","for sale","8710","xl","","","","","","","","","","","","","","",""
"9137856","apartment group","apartment group","219750 - 319450","for sale","1702","xl","","","","","","","","","","","","","","7","7"
"9133711","apartment","apartment","210000","for sale","6700","xl","installed","2008","good","electric","","2","","","","","","","","","2"
"9135188","apartment","apartment","225000","for sale","1060","xl","not installed","1935","to renovate","gas","","1","","","","","true","","","",""
"9135072","apartment","apartment","235000","for sale","1060","xl","not installed","1935","to renovate","gas","","1","","","","","true","","","",""
"9128231","apartment","apartment","210000","for sale","1080","xl","usa installed","2010","as new","gas","","2","","","true","","true","","","","1"
"9124831","apartment","apartment","225000","for sale","6700","xl","installed","2007","good","electric","","2","","","","","","","","","1"
"9127791","apartment group","apartment group","219500 - 227500","for sale","1315","xl","","","","","","","","","","","","","","",""
"9125104","apartment group","apartment group","165000 - 350000","for sale","4682","xl","","","","","","","","","","","","","","",""
"9125122","apartment group","apartment group","240000 - 365000","for sale","3118","xl","","","","","","","","","","","","","","",""
"9133708","apartment","apartment","220000","for sale","1080","xl","installed","1970","good","gas","","2","","","true","","true","","","",""
"9124101","apartment","penthouse","219000","for sale","8930","xl","installed","1968","as new","gas","","2","","","","","true","","","",""
"9119834","apartment","flat studio","205000","for sale","8370","xl","installed","1975","good","gas","","0","","","","","true","","","",""
"9131741","apartment","apartment","229000","for sale","1140","xl","installed","1970","to renovate","gas","","2","","","true","","true","","","",""
"9121679","apartment","apartment","215000","for sale","6700","xl","installed","2002","good","electric","","2","","","","","","","","","1"
"9121949","apartment group","apartment group","245200 - 464500","for sale","1140","xl","","","","","","","","","","","","","","",""
"9123013","apartment group","apartment group","219900 - 339900","for sale","1500","xl","","","","","","","","","","","","","","",""
"9126125","apartment","apartment","219000","for sale","2140","xl","installed","1970","good","gas","","2","","","true","","true","","","1",""
"9119844","apartment group","apartment group","199500 - 485000","for sale","9300","xl","","","","","","","","","","","","","","",""
"9120238","apartment group","apartment group","239000 - 389000","for sale","1300","xl","","","","","","","","","","","","","","28","4"
"9135113","apartment","apartment","235000","for sale","2000","xl","installed","1968","just renovated","fueloil","","1","","","","","true","","","1",""
"9133153","apartment","apartment","240000","for sale","9880","xl","hyper equipped","2019","as new","gas","","1","","","","","true","","","",""
"9136680","apartment","apartment","220000","for sale","1090","xl","not installed","1969","to renovate","gas","","2","","","true","","true","","","1",""
"9034495","apartment","flat studio","239500","for sale","1160","xl","usa hyper equipped","2022","as new","gas","","0","","","","","true","","","",""
"8314742","apartment group","apartment group","100297.85 - 242826.36","for sale","5590","xl","","","","","","","","","","","","","","",""
"9125058","apartment","apartment","249900","for sale","2800","xl","installed","1957","good","gas","","2","","","true","","true","","","",""
"8905345","apartment group","apartment group","25000 - 282000","for sale","1500","xl","","","","","","","","","","","","","","1",""
"9132923","apartment","apartment","295000","for sale","9000","xl","semi equipped","1961","good","gas","","2","","","true","","true","","","",""
"9132025","apartment group","apartment group","280000 - 690000","for sale","1340","xl","","","","","","","","","","","","","","",""
"9138592","apartment group","apartment group","214500 - 511500","for sale","2800","xl","","","","","","","","","","","","","","",""
"9130179","apartment","apartment","289000","for sale","1500","xl","usa installed","1987","good","electric","","3","","","","","true","","","","1"
"9125104","apartment group","apartment group","165000 - 350000","for sale","4682","xl","","","","","","","","","","","","","","",""
"8603832","apartment group","apartment group","165000 - 449000","for sale","8710","xl","","","","","","","","","","","","","","",""
"9129821","apartment","apartment","295000","for sale","4020","xl","semi equipped","1976","good","gas","","2","","","true","","true","","","",""
"9125122","apartment group","apartment group","240000 - 365000","for sale","3118","xl","","","","","","","","","","","","","","",""
"9138236","apartment","apartment","254000","for sale","1600","xl","installed","1993","good","electric","","2","","","","","true","","","1",""
"9123013","apartment group","apartment group","219900 - 339900","for sale","1500","xl","","","","","","","","","","","","","","",""
"9136670","apartment","apartment","270000","for sale","1180","xl","installed","1952","good","gas","","2","","","true","","true","","","",""
"9134420","apartment","apartment","258000","for sale","8370","xl","installed","2008","good","gas","","2","","","true","","true","","","",""
"9125291","apartment","apartment","285000","for sale","4000","xl","installed","1972","good","gas","","3","","","","","true","","","1","1"
"9045033","apartment","apartment","295000","for sale","1180","xl","usa hyper equipped","2021","as new","gas","","1","","","true","","true","","","1",""
"9131253","apartment","apartment","299000","for sale","4000","xl","installed","2001","good","electric","","3","","","true","","true","","","",""
"9137558","apartment","apartment","290000","for sale","1000","xl","usa hyper equipped","2017","as new","gas","","1","","","true","","true","","","","1"
"9121949","apartment group","apartment group","245200 - 464500","for sale","1140","xl","","","","","","","","","","","","","","",""
"9119844","apartment group","apartment group","199500 - 485000","for sale","9300","xl","","","","","","","","","","","","","","",""
"9122233","apartment","apartment","259000","for sale","1000","xl","installed","2001","good","electric","","1","","","","","true","","","1",""
"9128571","apartment","apartment","270000","for sale","1030","xl","installed","2013","to be done up","gas","","2","","","true","","true","","","","1"
"9134035","apartment","triplex","277000","for sale","1853","xl","installed","2006","as new","gas","","3","","true","","","","true","","",""
"9119247","apartment","apartment","265000","for sale","4500","xl","installed","2007","as new","gas","","2","","","true","","true","","","1",""
"9120238","apartment group","apartment group","239000 - 389000","for sale","1300","xl","","","","","","","","","","","","","","28","4"
"9125052","apartment","service flat","295000","for sale","1160","xl","installed","2010","as new","electric","","2","","","","","true","true","","","1"
"9119252","apartment","duplex","279000","for sale","1800","xl","installed","1957","good","gas","","3","","true","","","","true","","1",""
"9137856","apartment group","apartment group","219750 - 319450","for sale","1702","xl","","","","","","","","","","","","","","7","7"
"9137300","apartment","apartment","310000","for sale","1200","xl","semi equipped","1962","to be done up","gas","","2","","","true","","true","","","",""
"9133813","apartment","apartment","295000","for sale","8790","xl","","2012","good","gas","","2","","","","","true","","","",""
"9132025","apartment group","apartment group","280000 - 690000","for sale","1340","xl","","","","","","","","","","","","","","",""
"9133648","apartment group","apartment group","325000 - 465000","for sale","1410","xl","","","","","","","","","","","","","","58","58"
"9129153","apartment","apartment","345000","for sale","1410","xl","usa hyper equipped","2020","as new","gas","","2","","","true","","true","","","58","58"
"9125122","apartment group","apartment group","240000 - 365000","for sale","3118","xl","","","","","","","","","","","","","","",""
"9133452","apartment group","apartment group","325000 - 465000","for sale","1410","xl","","","","","","","","","","","","","","58","58"
"9130415","apartment group","apartment group","308500 - 355000","for sale","8490","xl","","","","","","","","","","","","","","",""
"9123013","apartment group","apartment group","219900 - 339900","for sale","1500","xl","","","","","","","","","","","","","","",""
"9139147","apartment","duplex","349000","for sale","1820","xl","installed","2020","as new","","","4","","","","","true","","","","1"
"9125104","apartment group","apartment group","165000 - 350000","for sale","4682","xl","","","","","","","","","","","","","","",""
"9123002","apartment","apartment","319950","for sale","9051","xl","installed","2012","good","gas","","1","","","","","true","","","1",""
"9124046","apartment group","apartment group","319000 - 599000","for sale","1000","xl","","","","","","","","","","","","","","",""
"9121949","apartment group","apartment group","245200 - 464500","for sale","1140","xl","","","","","","","","","","","","","","",""
"9119844","apartment group","apartment group","199500 - 485000","for sale","9300","xl","","","","","","","","","","","","","","",""
"9122218","apartment group","apartment group","305000 - 345000","for sale","1420","xl","","","","","","","","","","","","","","",""
"9121436","apartment","duplex","349000","for sale","1081","xl","hyper equipped","1991","as new","electric","","3","","","true","","true","","","1",""
"9121657","apartment","apartment","348000","for sale","1160","xl","usa hyper equipped","2022","as new","gas","","1","","","true","","true","","","","20"
"9120238","apartment group","apartment group","239000 - 389000","for sale","1300","xl","","","","","","","","","","","","","","28","4"
"9120512","apartment","apartment","335000","for sale","9000","xl","installed","1969","good","gas","","3","","","","","","","","1",""
"9117475","apartment","apartment","315000","for sale","1160","xl","semi equipped","1962","as new","gas","","2","","","true","","true","","","",""
"9066368","apartment","apartment","310000","for sale","1180","xl","usa hyper equipped","2018","as new","gas","","2","","","true","","true","","","1","1"
"9122633","apartment","apartment","340000","for sale","1050","xl","hyper equipped","1951","as new","gas","","1","","","true","","","","","",""
"9106245","apartment","apartment","335000","for sale","1070","xl","usa hyper equipped","2020","as new","gas","","3","","","true","","true","","","1",""
"8899962","apartment group","apartment group","126250 - 369000","for sale","1500","xl","","","","","","","","","","","","","","",""
"9140324","apartment","apartment","490000","for sale","1000","xl","hyper equipped","1936","as new","gas","","2","","true","true","","true","true","","1",""
"9040655","apartment","apartment","385000","for sale","1030","xl","semi equipped","1930","good","gas","","2","","","true","","","","","",""
"9138592","apartment group","apartment group","214500 - 511500","for sale","2800","xl","","","","","","","","","","","","","","",""
"9137565","apartment","apartment","525000","for sale","8790","xl","semi equipped","2012","as new","gas","","2","","","","","","","","",""
"9137474","apartment","ground floor","670000","for sale","1180","xl","hyper equipped","1970","good","fueloil","","3","","","true","100","true","","","2","2"
"9137564","apartment","apartment","525000","for sale","8790","xl","semi equipped","2012","as new","gas","","2","","","","","","","","",""
"8603832","apartment group","apartment group","165000 - 449000","for sale","8710","xl","","","","","","","","","","","","","","",""
"9133452","apartment group","apartment group","325000 - 465000","for sale","1410","xl","","","","","","","","","","","","","","58","58"
"9133648","apartment group","apartment group","325000 - 465000","for sale","1410","xl","","","","","","","","","","","","","","58","58"
"9129152","apartment","penthouse","445000","for sale","1410","xl","usa hyper equipped","2020","as new","gas","","2","","","true","","true","","","58","58"
"9129154","apartment","apartment","385000","for sale","1410","xl","usa hyper equipped","2020","as new","gas","","3","","","true","","true","","","58","58"
"9138004","apartment","apartment","1200000","for sale","1050","xl","usa installed","1844","as new","gas","","3","","","true","","true","true","","1","1"
"9130415","apartment group","apartment group","308500 - 355000","for sale","8490","xl","","","","","","","","","","","","","","",""
"9129909","apartment","apartment","380000","for sale","8370","xl","installed","2008","good","gas","","3","","","true","","true","","","1",""
"9125104","apartment group","apartment group","165000 - 350000","for sale","4682","xl","","","","","","","","","","","","","","",""
"9132025","apartment group","apartment group","280000 - 690000","for sale","1340","xl","","","","","","","","","","","","","","",""
"8577833","apartment group","apartment group","499000 - 640000","for sale","1200","xl","","","","","","","","","","","","","","",""
"9128069","apartment group","apartment group","499000 - 688500","for sale","3000","xl","","","","","","","","","","","","","","",""
"9127286","apartment","apartment","595000","for sale","1180","xl","semi equipped","1974","to be done up","gas","","3","","","true","","true","","","2",""
"9090123","apartment","apartment","1098000","for sale","1050","xl","usa hyper equipped","2018","as new","gas","","3","","","true","","true","true","","1","1"
"9127287","apartment","apartment","595000","for sale","1180","xl","semi equipped","1974","to be done up","gas","","4","","","true","","true","true","","2",""
"9125122","apartment group","apartment group","240000 - 365000","for sale","3118","xl","","","","","","","","","","","","","","",""
"9016148","apartment","apartment","25000","for sale","4020","xl","installed","","as new","gas","","3","","","true","","true","","","",""
"9116268","apartment","apartment","20000","for sale","7850","xl","installed","1996","good","electric","","3","","","true","","true","true","","2","1"
"9124046","apartment group","apartment group","319000 - 599000","for sale","1000","xl","","","","","","","","","","","","","","",""
"8633426","apartment","apartment","365000","for sale","5100","xl","usa hyper equipped","2018","as new","gas","","3","","","","","","","","","1"
"9045036","apartment","apartment","430000","for sale","1180","xl","usa hyper equipped","2021","as new","gas","","2","","","true","","true","","","1",""
"8991260","apartment","apartment","40000","for sale","4020","xl","installed","2013","as new","gas","","2","","","true","","true","","","1",""
"9124113","apartment","apartment","449000","for sale","1000","xl","usa hyper equipped","1995","as new","electric","","2","","","true","","true","","","1",""
"8670795","apartment","apartment","35000","for sale","4020","xl","hyper equipped","1975","as new","gas","","1","","","true","","true","","","2",""
"8688291","apartment","service flat","50000","for sale","2930","xl","hyper equipped","2016","","gas","","2","","","","","true","","","",""
"9125429","apartment","apartment","20000","for sale","1020","xl","hyper equipped","1976","as new","gas","","1","","","true","","true","","","",""
"8929256","apartment","apartment","50000","for sale","8400","xl","installed","2001","","gas","","2","","","true","","true","","","1",""
"9102735","apartment","flat studio","25000","for sale","8434","xl","","1977","","electric","","1","","","","","","","true","",""
"9103317","apartment","apartment","49500","for sale","8420","xl","","1966","","electric","","1","","","true","","","","","",""
"9120080","apartment","flat studio","45000","for sale","1190","xl","installed","","","","","1","","","","","","","","",""
"9081505","apartment","apartment","no price","for sale","1070","xl","installed","","","","","1","","","true","","","","","",""
"9074926","apartment","apartment","50000","for sale","6060","xl","installed","","","gas","","2","","","true","","true","","","1",""
"8741992","apartment","apartment","40000","for sale","5000","l","","","good","gas","","1","","","","","true","","","",""
"8970442","apartment","flat studio","20000","for sale","5000","l","","","just renovated","gas","","1","","","","","","","","",""
"9114828","apartment","flat studio","20000","for sale","5000","l","","","just renovated","gas","","1","","","","","","","","",""
"8964847","apartment","apartment","35000","for sale","1083","l","installed","1967","good","fueloil","","2","","","true","","true","","","1",""
"9056518","apartment","apartment","45000","for sale","5000","l","","","","gas","","1","","","","","true","","","",""
"8964838","apartment","apartment","30000","for sale","1080","l","hyper equipped","1978","as new","fueloil","","2","","","true","","true","","","1",""
"9110992","apartment","flat studio","28000","for sale","8370","l","installed","","good","","","1","","","","","","","","",""
"8529310","apartment","apartment","15000","for sale","6001","l","","","","","","2","","","","","","","","1",""
"9027050","apartment","apartment","36000","for sale","6941","xl","","","","","","1","","","","","","","","",""
"8924462","apartment","apartment","20000","for sale","6060","l","","","","","","2","","","true","","","","","","1"
"8964354","apartment","duplex","44000","for sale","7100","l","","","to renovate","","","1","","","","","","","","","1"
"9008931","apartment","apartment","50000","for sale","1150","l","","1965","as new","","","2","","","","","","","","1",""
"8799458","apartment","flat studio","50000","for sale","8420","l","","1970","","","","1","","","","","","","","",""
"9127753","apartment","ground floor","25000","for sale","1200","l","","1965","good","fueloil","","1","","","","","","","","1",""
"8923633","apartment","duplex","99000","for sale","4500","xl","installed","1968","to be done up","gas","","2","","","true","","true","","","",""
"9138238","apartment","flat studio","98000","for sale","2660","xl","semi equipped","1970","to renovate","gas","","1","","","","","","","","",""
"8983370","apartment","apartment","40000","for sale","1140","l","installed","1993","as new","gas","","1","","","true","","true","","","1",""
"9086521","apartment","flat studio","99000","for sale","8370","xl","semi equipped","1967","to renovate","gas","","0","","","","","","","","",""
"8559593","apartment","apartment","30000","for sale","7080","l","not installed","","to renovate","gas","","1","","","","","","","","",""
"9039426","apartment","apartment","73750","for sale","4520","xl","installed","2009","good","","","2","","","true","","true","","","2",""
"8991260","apartment","apartment","40000","for sale","4020","xl","installed","2013","as new","gas","","2","","","true","","true","","","1",""
"9022273","apartment","apartment","95000","for sale","4000","xl","not installed","1973","good","fueloil","","1","","","","","","","","",""
"9016148","apartment","apartment","25000","for sale","4020","xl","installed","","as new","gas","","3","","","true","","true","","","",""
"9115746","apartment","flat studio","65000","for sale","8434","xl","semi equipped","1973","to renovate","electric","","0","","","","","","","","","1973"
"8915692","apartment","flat studio","75000","for sale","4000","xl","not installed","1970","to be done up","gas","","0","","","","","","","","",""
"8996013","apartment","apartment","53700","for sale","6760","xl","installed","2015","as new","gas","","2","","","","","true","","","","1"
"9116268","apartment","apartment","20000","for sale","7850","xl","installed","1996","good","electric","","3","","","true","","true","true","","2","1"
"8932141","apartment","flat studio","79000","for sale","8434","xl","semi equipped","1975","just renovated","electric","","0","","","","","","","","",""
"9125429","apartment","apartment","20000","for sale","1020","xl","hyper equipped","1976","as new","gas","","1","","","true","","true","","","",""
"9113979","apartment","duplex","97500","for sale","6950","xl","semi equipped","","good","electric","","1","","","","","","","","",""
"8809830","apartment","apartment","95000","for sale","8370","xl","semi equipped","","good","electric","","2","","","","","","","","",""
"9071325","apartment","flat studio","76000","for sale","8434","xl","installed","1977","just renovated","electric","","0","","","","","true","","","",""
"9129395","apartment","apartment","75000","for sale","5030","xl","installed","1970","as new","fueloil","","1","","","","100","true","","","","1"
